Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
OYO,London,Travel,150,,5/1/20,https://www.yahoo.com/lifestyle/coronavirus-covid-19-oyo-hotels-uk-redundancies-exclusive-155109993.html,2400,Series F,5/4/20 23:56,United Kingdom,Unknown
OYO,Sao Paulo,Travel,500,,4/25/20,https://headtopics.com/br/oyo-demite-centenas-no-brasil-contaazul-enxuga-um-terco-do-time-link-estad-o-12623044,2400,Series F,5/11/20 14:13,Brazil,Unknown
View,SF Bay Area,Other,170,0.23,4/3/23,https://therealdeal.com/national/2023/04/03/view-cuts-23-of-staff-seeks-funds-to-survive-2023/,2300,Post-IPO,4/5/23 0:24,United States,Unknown
C6 Bank,Sao Paulo,Finance,,,2/6/23,https://www1.folha.uol.com.br/mercado/2023/02/c6-bank-demite-funcionarios-e-prepara-reestruturacao.shtml,2300,Unknown,2/8/23 21:47,Brazil,Unknown
Rappi,Buenos Aires,Food,,,1/17/23,https://www.bloomberglinea.com/2023/01/17/cambios-en-rappi-argentina-nuevas-ciudades-ascenso-y-reorganizacion-en-el-pais/,2300,Unknown,1/20/23 1:09,Argentina,Unknown
Grover,Berlin,Retail,40,0.1,12/7/22,https://www.businessinsider.de/gruenderszene/business/entlassungen-bei-berliner-neu-unicorn-grover/?fbclid=IwAR3o2sB8MmcX3_y8HaAeRqIUU2T8YNYokRDZz5Nxkr0BjzhYRs84fR2hrW8,2300,Unknown,12/7/22 19:18,United States,Unknown
Stripe,SF Bay Area,Finance,1000,0.14,11/3/22,https://www.bloomberg.com/news/articles/2022-11-03/stripe-cutting-headcount-by-14-as-it-readies-for-leaner-times,2300,Series H,11/3/22 14:49,United States,https://docs.google.com/spreadsheets/u/1/d/1aJHTUlDqOomDd8dU45fg0ekQlPCm97dVWasvpj5bWmg/htmlview
Chime,SF Bay Area,Finance,156,0.12,11/2/22,https://www.theinformation.com/articles/chime-slashes-12-of-staff-marking-latest-casualty-in-fintech-meltdown,2300,Series G,11/2/22 17:29,United States,Unknown
Stripe,SF Bay Area,Finance,50,,8/19/22,https://techcrunch.com/2022/08/19/stripe-layoffs-taxjar-tech/,2300,Series H,8/19/22 0:52,United States,Unknown
WeWork,SF Bay Area,Real Estate,300,,4/29/20,https://news.crunchbase.com/news/wework-lays-off-staff-as-part-of-a-realignment/,2250,Series H,4/28/20 14:35,United States,Unknown
WeWork,New York City,Real Estate,250,,3/28/20,https://www.reuters.com/article/wework-layoffs/wework-cuts-about-250-more-jobs-to-reduce-costs-source-idUSL4N2BL0DJ,2250,Series H,3/29/20 22:30,United States,Unknown
Navan,SF Bay Area,Travel,145,,12/6/23,https://skift.com/2023/12/06/navan-lays-off-145-people-to-reach-profitability/,2200,Unknown,1/3/24 23:01,United States,Unknown
Navan,SF Bay Area,Finance,145,0.05,12/5/23,https://www.theinformation.com/briefings/ipo-candidate-navan-lays-off-145-in-profitability-push,2200,Unknown,12/6/23 0:11,United States,Unknown
Paytm,New Delhi,Finance,500,,4/21/20,https://hrnxt.com/news/paytm-to-lay-off-about-500-employees-after-a-performance-review/17875/2020/04/21/,2200,Unknown,4/22/20 4:15,India,Unknown
Spotify,Stockholm,Media,1500,0.17,12/4/23,https://www.cnbc.com/2023/12/04/spotify-to-lay-off-17percent-of-employees-ceo-daniel-ek-says.html,2100,Post-IPO,12/4/23 15:55,Sweden,https://docs.google.com/spreadsheets/d/1KPL87R3veJ6HaQeHdkG1BPbKY-K-G4Gr7y0m7oMRCqU/htmlview
Spotify,Stockholm,Media,200,0.02,6/5/23,https://www.cnbc.com/2023/06/05/spotify-layoffs-200-employees-or-about-2percent-of-its-workforce-cut.html,2100,Post-IPO,6/5/23 16:51,Sweden,Unknown
Nuro,SF Bay Area,Transportation,340,0.3,5/12/23,https://techcrunch.com/2023/05/12/autonomous-delivery-startup-nuro-to-lay-off-30-of-workforce/,2100,Series D,5/11/23 0:12,United States,Unknown
Spotify,Stockholm,Media,15,,3/30/23,https://www.bloomberg.com/news/newsletters/2023-03-30/tensions-flare-inside-npr-after-staff-layoffs-and-town-halls,2100,Post-IPO,4/1/23 2:00,Sweden,Unknown
iFood,Sao Paulo,Food,355,0.06,3/1/23,https://economia.uol.com.br/noticias/redacao/2023/03/01/ifood-demissao-funcionarios.htm,2100,Subsidiary,3/2/23 4:13,Brazil,Unknown
Spotify,Stockholm,Media,600,0.06,1/23/23,https://www.reuters.com/technology/spotify-trim-6-workforce-2023-01-23/,2100,Post-IPO,1/23/23 15:43,Sweden,https://docs.google.com/spreadsheets/d/1Qd3VP_92HlU39iGbf303WlZ_is_QN7J0bb2vzr9J624/edit?resourcekey#gid=2039146764
Nuro,SF Bay Area,Transportation,300,0.2,11/18/22,https://techcrunch.com/2022/11/18/autonomous-delivery-startup-nuro-lays-off-20-of-workforce/,2100,Series D,11/18/22 21:35,United States,https://docs.google.com/spreadsheets/d/1hZo__wA86Uti6-Cwa6jP5AIsrh8KIB7CZax49gy3zVY/edit#gid=0
Spotify,Stockholm,Media,,,11/9/22,https://www.digitalmusicnews.com/2022/11/09/spotify-layoffs-november-2022/,2100,Post-IPO,11/10/22 23:10,Sweden,Unknown
Spotify,Stockholm,Media,,,10/6/22,https://techcrunch.com/2022/10/06/spotify-cancels-11-original-podcasts-lays-off-under-5-of-staff/,2100,Post-IPO,10/7/22 2:18,Sweden,Unknown
Nuro,SF Bay Area,Transportation,7,,7/13/22,https://www.therobotreport.com/nuro-lays-off-employees-in-texas-california-and-arizona/,2100,Series D,7/16/22 13:57,United States,Unknown
Ziroom,Beijing,Real Estate,,0.2,6/10/22,https://pandaily.com/ziroom-lays-off-20-of-hq-staff-property-count-falls-by-nearly-150k/,2100,Unknown,6/11/22 3:55,China,Unknown
Zebra Technologies,Chicago,Manufacturing,700,0.07,8/28/23,https://www.chicagobusiness.com/technology/zebra-technologies-cuts-700-jobs-or-7-percent-bar-code-maker-workforce,2000,Post-IPO,8/28/23 20:14,United States,Unknown
Cazoo,London,Transportation,,,1/18/23,https://sifted.eu/articles/cazoo-alex-chesterman-ceo-exit/,2000,Post-IPO,1/19/23 17:05,United Kingdom,Unknown
UiPath,New York City,Data,241,0.06,11/15/22,https://www.marketwatch.com/story/uipath-stock-rockets-after-company-announces-further-layoffs-suggests-revenue-could-beat-2022-11-15,2000,Post-IPO,11/17/22 0:00,United States,Unknown
Invitae,SF Bay Area,Healthcare,1000,,7/19/22,https://www.genomeweb.com/business-news/invitae-lay-over-1000-workers-amid-restructuring-leadership-transition#.YtbajOzMK8D,2000,Post-IPO,7/19/22 16:23,United States,Unknown
UiPath,New York City,Data,210,0.05,6/27/22,https://www.cnbc.com/2022/06/27/uipath-to-cut-5percent-of-its-workforce-as-part-of-restructuring-plan.html,2000,Post-IPO,6/27/22 23:50,United States,Unknown
Cazoo,London,Transportation,750,0.15,6/7/22,https://news.sky.com/story/car-retailer-cazoo-to-cut-750-jobs-after-inflation-hit-12629350,2000,Post-IPO,6/7/22 15:27,United Kingdom,Unknown
Cazoo,London,Transportation,750,0.15,6/7/22,https://sifted.eu/articles/cazoo-layoffs-european-union/,2000,Post-IPO,9/9/22 1:46,United Kingdom,Unknown
Commure,SF Bay Area,Healthcare,,,11/9/23,https://www.businessinsider.com/commure-layoffs-healthcare-ai-merger-athelas-2023-12,1900,Unknown,12/20/23 21:37,United States,Unknown
Peloton,New York City,Fitness,11,,7/13/23,https://dol.ny.gov/system/files/documents/2023/07/warn-peloton-interactive-nyc-2023-0006-7-14-2023.pdf,1900,Post-IPO,7/17/23 23:04,United States,Unknown
Opendoor,SF Bay Area,Real Estate,560,0.22,4/18/23,https://www.inman.com/2023/04/18/opendoor-lays-off-22-of-its-workforce-in-latest-round-of-cuts/,1900,Post-IPO,4/18/23 17:55,United States,Unknown
EQRx,Boston,Healthcare,,0.18,2/24/23,https://www.biopharmadive.com/news/eqrx-biotech-layoffs-jobs-restructuring/643507/,1900,Post-IPO,5/5/23 20:42,United States,Unknown
Impossible Foods copy,SF Bay Area,Food,140,0.2,1/30/23,https://www.bloomberg.com/news/articles/2023-01-30/impossible-foods-plans-to-lay-off-about-20-of-employees,1900,Series H,1/31/23 1:32,United States,Unknown
Opendoor,SF Bay Area,Real Estate,550,0.18,11/2/22,https://www.bloomberg.com/news/articles/2022-11-02/opendoor-lays-off-18-of-workers-in-wave-of-housing-cutbacks,1900,Post-IPO,11/2/22 17:07,United States,https://coda.io/@opendoorosn/opendoor-os-national-talent-board
Peloton,New York City,Fitness,500,0.12,10/6/22,https://www.wsj.com/articles/peloton-to-cut-another-500-jobs-in-last-bid-for-turnaround-11665011471,1900,Post-IPO,10/6/22 15:44,United States,Unknown
Impossible Foods,SF Bay Area,Food,50,0.06,10/6/22,https://www.sfgate.com/local/article/impossible-foods-more-layoffs-17494557.php,1900,Series H,10/7/22 23:27,United States,Unknown
Peloton,New York City,Fitness,784,0.13,8/12/22,https://www.cnbc.com/2022/08/12/peloton-shares-jump-as-company-announces-price-hikes-for-some-products.html,1900,Post-IPO,8/12/22 17:27,United States,Unknown
Lacework,SF Bay Area,Security,300,0.2,5/25/22,https://twitter.com/GergelyOrosz/status/1529575067117658112,1900,Series D,5/25/22 23:03,United States,Unknown
Peloton,New York City,Fitness,2800,0.2,2/8/22,https://techcrunch.com/2022/02/08/peloton-ceo-steps-down-as-the-company-cuts-2800-jobs/,1900,Post-IPO,2/8/22 17:08,United States,Unknown
Checkout.com,London,Finance,80,,12/18/23,https://enphase.com/blog/employees/dec-2023-message-from-our-ceo,1800,Series D,12/19/23 17:20,United Kingdom,Unknown
Getir,London,Food,2500,0.11,8/22/23,https://www.reuters.com/world/middle-east/turkeys-getir-cut-11-workers-global-restructuring-2023-08-22/,1800,Series E,8/22/23 15:44,United Kingdom,Unknown
Checkout.com,London,Finance,,,4/3/23,https://sifted.eu/articles/checkout-com-executives-quit-layoffs-2023,1800,Series D,5/24/23 15:45,United Kingdom,Unknown
Getir,London,Food,,,2/13/23,https://sifted.eu/articles/getir-layoff-uk-staff-gorillas-merger-news/,1800,Series E,2/14/23 0:42,United Kingdom,Unknown
Getir,New York City,Food,100,,2/2/23,https://www.businessinsider.com/getir-layoffs-100-us-gorillas-deal-store-closures-possible-2023-2,1800,Series E,2/5/23 1:03,United States,Unknown
Checkout.com,London,Finance,100,0.05,9/13/22,https://www.bloomberg.com/news/articles/2022-09-13/checkout-com-will-eliminate-about-5-of-employees-in-latest-cuts,1800,Series D,9/14/22 3:25,United Kingdom,Unknown
Getir,Istanbul,Food,,0.14,5/25/22,https://techcrunch.com/2022/05/25/getir-the-12b-instant-delivery-startup-plans-to-axe-14-of-staff-globally-and-cut-aggressive-expansion-plans/,1800,Series E,5/25/22 15:42,Turkey,Unknown
Quibi,Los Angeles,Media,,1,10/21/20,https://layoffs.fyi/2020/11/03/quibi-layoff-list-surfaces-after-company-shuts-down/,1800,Private Equity,10/22/20 14:11,United States,Unknown
View,SF Bay Area,Energy,,,4/15/20,https://techcrunch.com/2020/04/15/view-the-dynamic-glass-company-that-raised-1-1-billion-from-softbank-in-2018-is-laying-people-off/,1800,Series H,4/16/20 14:19,United States,Unknown
Wayfair,Boston,Retail,1650,0.13,1/19/24,https://www.cnbc.com/2024/01/19/wayfair-layoffs-home-goods-retailer-to-cut-1650-employees.html,1700,Post-IPO,1/19/24 17:28,United States,Unknown
ShareChat,Bengaluru,Consumer,200,0.15,12/20/23,https://entrackr.com/2023/12/sharechat-lays-off-15-of-its-workforce/,1700,Series H,12/20/23 21:30,India,Unknown
Sierra Space,Boulder,Aerospace,115,,11/16/23,https://www.cnbc.com/2023/11/16/sierra-space-layoffs.html,1700,Series B,11/17/23 21:17,United States,Unknown
Faire,SF Bay Area,Retail,250,0.2,11/1/23,https://www.businessinsider.com/wholesale-startup-faire-lays-off-another-250-employees-2023-11,1700,Series G,11/2/23 18:10,United States,Unknown
N26,Berlin,Finance,14,,9/29/23,https://financefwd.com/de/n26-sparkurs/,1700,Series E,9/29/23 21:14,Germany,Unknown
Sabre,Dallas,Travel,1100,0.15,5/4/23,https://skift.com/2023/05/04/sabre-is-cutting-15-percent-of-its-workforce-roughly-1100-jobs/,1700,Post-IPO,5/5/23 12:26,United States,Unknown
N26,Berlin,Finance,71,0.04,4/28/23,https://www.businessinsider.de/gruenderszene/fintech/folgen-der-krise-n26-entlaesst-mitarbeiter/,1700,Series E,4/28/23 4:43,United States,Unknown
Dropbox,SF Bay Area,Other,500,0.16,4/27/23,https://blog.dropbox.com/topics/company/a-message-from-drew,1700,Post-IPO,4/27/23 14:35,United States,https://coda.io/@alumni/dropbox-alumni-list
Deliveroo,London,Food,350,0.09,2/9/23,https://news.sky.com/story/deliveroo-to-cut-hundreds-of-jobs-globally-and-uk-to-be-worst-hit-12806890,1700,Post-IPO,2/9/23 16:21,United Kingdom,Unknown
Wayfair,Boston,Retail,1750,0.1,1/20/23,https://www.wsj.com/articles/wayfair-is-preparing-to-lay-off-more-than-1-000-workers-11674161122,1700,Post-IPO,1/20/23 14:25,United States,Unknown
ShareChat,Bengaluru,Consumer,500,0.2,1/16/23,https://inc42.com/buzz/sharechat-moj-parent-fires-500-employees/,1700,Series H,1/16/23 16:31,India,Unknown
ShareChat,Bengaluru,Consumer,100,,12/2/22,https://www.india.com/business/sharechat-layoff-to-effect-over-100-employees-winds-down-fantasy-sport-app-jeet11-sahrechat-sacks-workforce-latest-news-5777356/,1700,Unknown,12/3/22 5:18,India,Unknown
VerSe Innovation,Bengaluru,Media,150,0.05,11/25/22,https://techcrunch.com/2022/11/28/verse-innovation-layoff-salary-cut/,1700,Series J,11/28/22 18:02,India,Unknown
Deliveroo Australia,Melbourne,Food,120,1,11/15/22,https://www.abc.net.au/news/2022-11-16/deliveroo-enters-voluntary-administration/101661932,1700,Post-IPO,11/17/22 17:09,Australia,Unknown
Faire,SF Bay Area,Retail,84,0.07,10/18/22,https://www.theinformation.com/briefings/e-commerce-layoff-tally-mounts-with-faire-affirm-cuts,1700,Series G,11/4/22 3:40,United States,Unknown
Wayfair,Boston,Retail,870,0.05,8/19/22,https://www.bostonglobe.com/2022/08/19/business/wayfair-cuts-870-jobs-including-400-boston-it-reacts-decline-sales/,1700,Post-IPO,8/19/22 15:05,United States,Unknown
MissFresh,Beijing,Food,,,7/29/22,https://technode.com/2022/07/29/chinese-online-grocer-missfresh-halts-core-business-and-begins-massive-layoff/,1700,Post-IPO,7/29/22 16:07,China,Unknown
Dropbox,SF Bay Area,Other,315,0.15,1/13/21,https://www.cnbc.com/2021/01/13/dropbox-to-cut-11percent-of-its-global-workforce.html,1700,Post-IPO,1/13/21 17:21,United States,Unknown
Wish,SF Bay Area,Retail,255,0.34,7/27/23,https://ir.wish.com/node/10081/html,1600,Post-IPO,8/1/23 20:56,United States,https://docs.google.com/spreadsheets/d/1oq01pAxUiqglVjCqv90BZeKc-UW22Hnkai4XjtEhiaI/edit#gid=0
PharmEasy,Mumbai,Healthcare,,,5/1/23,https://www.dealstreetasia.com/stories/pharmeasy-layoffs-341548,1600,Unknown,5/2/23 16:23,India,Unknown
Wish,SF Bay Area,Retail,150,0.17,1/31/23,https://ir.wish.com/node/9361/html,1600,Post-IPO,2/1/23 5:25,United States,https://docs.google.com/spreadsheets/d/1oq01pAxUiqglVjCqv90BZeKc-UW22Hnkai4XjtEhiaI/edit#gid=0
Carvana,Phoenix,Transportation,,,1/13/23,https://www.wsj.com/articles/carvana-cuts-workers-amid-slowing-sales-and-debt-squeeze-11673568956,1600,Post-IPO,1/14/23 17:29,United States,Unknown
Compass,New York City,Real Estate,,,1/5/23,https://www.bloomberg.com/news/articles/2023-01-05/compass-is-eliminating-more-jobs-as-us-housing-market-slows?sref=NpFHg3Ue,1600,Post-IPO,1/5/23 16:47,United States,Unknown
PharmEasy,Mumbai,Healthcare,,,12/10/22,https://inc42.com/buzz/pharmeasy-lays-off-more-employees-amid-funding-crunch/,1600,Unknown,12/11/22 6:25,India,Unknown
Carvana,Phoenix,Transportation,1500,0.08,11/18/22,https://www.wsj.com/articles/carvana-plans-to-lay-off-1-500-employees-cites-economic-concerns-11668793114,1600,Post-IPO,11/18/22 21:34,United States,Unknown
Kavak,Sao Paulo,Transportation,,,11/18/22,https://businessinsider.mx/kavak-despidos-compra-autos-crisis_negocios/,1600,Series E,11/20/22 0:03,Brazil,Unknown
Compass,New York City,Real Estate,271,,9/20/22,https://www.geekwire.com/2022/real-estate-giant-compass-lays-off-84-workers-in-washington-state-as-it-targets-tech-team-for-cuts/,1600,Post-IPO,9/21/22 4:05,United States,Unknown
AppLovin,SF Bay Area,Marketing,300,0.12,6/27/22,https://www.bizjournals.com/sanjose/news/2022/06/29/applovin-lays-off-300-workers-report.html,1600,Post-IPO,6/28/22 4:27,United States,Unknown
PharmEasy,Mumbai,Healthcare,40,,6/16/22,https://inc42.com/buzz/ipo-bound-pharmeasy-lays-off-40-employees-from-docon/,1600,Unknown,6/17/22 3:06,India,Unknown
Compass,New York City,Real Estate,450,0.1,6/14/22,https://www.bloomberg.com/news/articles/2022-06-14/compass-to-cut-about-10-of-workforce-amid-us-housing-slowdown#xj4y7vzkg,1600,Post-IPO,6/14/22 16:41,United States,Unknown
Kavak,Sao Paulo,Transportation,150,,6/8/22,"https://www.terra.com.br/amp/noticias/tecnologia/inovacao/startup-kavak-demite-150-no-rio-e-em-sao-paulo,5cd47d831e523a86ead7e9b2cb92b9dcg9xp78y3.html",1600,Series E,6/9/22 19:00,Brazil,Unknown
Carvana,Phoenix,Transportation,2500,0.12,5/10/22,https://techcrunch.com/2022/05/10/carvana-to-cut-2500-staff-as-it-struggles-with-overcapacity/,1600,Post-IPO,5/10/22 15:35,United States,Unknown
Wish,SF Bay Area,Retail,190,0.15,3/1/22,https://www.marketwatch.com/story/wish-stock-dives-as-holiday-sales-miss-layoffs-planned-11646170199,1600,Post-IPO,5/14/22 1:20,United States,Unknown
Katerra,SF Bay Area,Construction,2434,1,6/1/21,https://therealdeal.com/2021/06/01/troubled-construction-startup-katerra-will-shut-down-report/,1600,Unknown,6/1/21 19:36,United States,Unknown
Swiggy,Bengaluru,Food,350,0.05,7/27/20,https://www.livemint.com/companies/news/350-swiggy-employees-lose-their-jobs-in-round-2-of-layoffs-11595951553823.html,1600,Series I,7/28/20 20:25,India,Unknown
Swiggy,Bengaluru,Food,1100,0.14,5/18/20,https://www.nytimes.com/reuters/2020/05/18/technology/18reuters-india-swiggy-layoffs.html,1600,Series I,5/18/20 14:15,India,Unknown
Swiggy,Bengaluru,Food,800,,4/21/20,https://entrackr.com/2020/04/exclusive-swiggy-to-lay-off-cloud-kitchen-staff-shuts-down-kitchens/,1600,Series I,4/22/20 4:14,India,Unknown
Compass,New York City,Real Estate,375,0.15,3/23/20,https://layoffs.fyi/2020/04/14/compass-laid-off-375-employees-showings-have-dropped-by-60/,1600,Series G,3/28/20 20:52,United States,Unknown
Brex,SF Bay Area,Finance,282,0.2,1/23/24,https://techcrunch.com/2024/01/23/brex-layoffs-fintech/,1500,Series D,1/23/24 18:26,United States,https://docs.google.com/spreadsheets/d/1Cug7e_qEx3MvyPReSzHeXpBu1_Aae6kCT_pYfdzIC0k/edit?usp=sharing
Udaan,Bengaluru,Retail,100,0.1,12/18/23,https://startupstorymedia.com/insights-udaan-despite-340-million-funding-implements-layoffs-cuts-10-of-workforce/,1500,Unknown,12/19/23 17:14,India,Unknown
Figure,SF Bay Area,Crypto,90,0.2,7/26/23,https://www.bloomberg.com/news/articles/2023-07-28/mike-cagney-s-figure-lays-off-20-of-staff-amid-ipo-plans#xj4y7vzkg,1500,Unknown,7/29/23 3:24,United States,Unknown
Affirm,SF Bay Area,Finance,500,0.19,2/8/23,https://www.wsj.com/articles/affirm-cuts-500-employees-19-of-its-workforce-11675897002,1500,Post-IPO,2/8/23 21:27,United States,https://docs.google.com/spreadsheets/d/1thtK4ppRXt_tnd_6cOqoEBAClOnOm5AgUgXnERzlQJM/edit#gid=0
Articulate,New York City,Education,38,,2/2/23,https://www.linkedin.com/posts/lucysuros_today-im-imploring-my-network-to-be-on-activity-7026985200467263489-X0T8/,1500,Series A,2/3/23 3:16,United States,Unknown
Pinterest,SF Bay Area,Consumer,150,,2/1/23,https://www.bloomberg.com/news/articles/2023-02-02/pinterest-cuts-about-150-jobs-joining-flurry-of-tech-layoffs,1500,Post-IPO,2/2/23 1:29,United States,Unknown
Pinterest,SF Bay Area,Consumer,,,11/30/22,https://www.theinformation.com/briefings/pinterest-cuts-recruiting-team-slows-hiring,1500,Post-IPO,12/1/22 22:22,United States,Unknown
Juul,SF Bay Area,Consumer,400,0.3,11/10/22,https://www.cnbc.com/2022/11/10/juul-strikes-financing-deal-plans-to-cut-jobs-to-dodge-bankruptcy.html,1500,Unknown,11/10/22 22:01,United States,Unknown
Udaan,Bengaluru,Retail,350,,11/4/22,https://inc42.com/buzz/udaan-fires-350-employees-in-second-wave-of-layoffs-this-year/,1500,Unknown,11/5/22 3:35,India,Unknown
Affirm,SF Bay Area,Finance,,0.01,11/3/22,https://www.theinformation.com/briefings/e-commerce-layoff-tally-mounts-with-faire-affirm-cuts,1500,Post-IPO,11/4/22 3:39,United States,Unknown
